Sample,Potential_V,Current1_A,Current2_A,NaOH_M,Inhibitor_ppm,Temp_C
"1M,125PPM,30",-1.7366,-5.47455e-06,5.47455e-06,1.0,125,30
"1M,125PPM,30",-1.73416,-5.63293e-06,5.63293e-06,1.0,125,30
"1M,125PPM,30",-1.73172,-5.69641e-06,5.69641e-06,1.0,125,30
"1M,125PPM,30",-1.72928,-5.47882e-06,5.47882e-06,1.0,125,30
"1M,125PPM,30",-1.72684,-5.43945e-06,5.43945e-06,1.0,125,30
"1M,125PPM,30",-1.7244,-5.61859e-06,5.61859e-06,1.0,125,30
"1M,125PPM,30",-1.72195,-5.58929e-06,5.58929e-06,1.0,125,30
"1M,125PPM,30",-1.71951,-5.4538e-06,5.4538e-06,1.0,125,30
"1M,125PPM,30",-1.71707,-5.35248e-06,5.35248e-06,1.0,125,30
"1M,125PPM,30",-1.71463,-5.47363e-06,5.47363e-06,1.0,125,30
"1M,125PPM,30",-1.71219,-5.56274e-06,5.56274e-06,1.0,125,30
"1M,125PPM,30",-1.70975,-5.44861e-06,5.44861e-06,1.0,125,30
"1M,125PPM,30",-1.70731,-5.24445e-06,5.24445e-06,1.0,125,30
"1M,125PPM,30",-1.70486,-5.40802e-06,5.40802e-06,1.0,125,30
"1M,125PPM,30",-1.70242,-5.40619e-06,5.40619e-06,1.0,125,30
"1M,125PPM,30",-1.69998,-5.26215e-06,5.26215e-06,1.0,125,30
"1M,125PPM,30",-1.69754,-5.19836e-06,5.19836e-06,1.0,125,30
"1M,125PPM,30",-1.6951,-5.31952e-06,5.31952e-06,1.0,125,30
"1M,125PPM,30",-1.69266,-5.28656e-06,5.28656e-06,1.0,125,30
"1M,125PPM,30",-1.69022,-5.15594e-06,5.15594e-06,1.0,125,30
"1M,125PPM,30",-1.68777,-5.13214e-06,5.13214e-06,1.0,125,30
"1M,125PPM,30",-1.68533,-5.28534e-06,5.28534e-06,1.0,125,30
"1M,125PPM,30",-1.68289,-5.27008e-06,5.27008e-06,1.0,125,30
"1M,125PPM,30",-1.68045,-5.06653e-06,5.06653e-06,1.0,125,30
"1M,125PPM,30",-1.67801,-5.04089e-06,5.04089e-06,1.0,125,30
"1M,125PPM,30",-1.67557,-5.22827e-06,5.22827e-06,1.0,125,30
"1M,125PPM,30",-1.67313,-5.17792e-06,5.17792e-06,1.0,125,30
"1M,125PPM,30",-1.67068,-5.03113e-06,5.03113e-06,1.0,125,30
"1M,125PPM,30",-1.66824,-4.85046e-06,4.85046e-06,1.0,125,30
"1M,125PPM,30",-1.6658,-5.08392e-06,5.08392e-06,1.0,125,30
"1M,125PPM,30",-1.66336,-5.05463e-06,5.05463e-06,1.0,125,30
"1M,125PPM,30",-1.66092,-4.90112e-06,4.90112e-06,1.0,125,30
"1M,125PPM,30",-1.65848,-4.8761e-06,4.8761e-06,1.0,125,30
"1M,125PPM,30",-1.65604,-4.90448e-06,4.90448e-06,1.0,125,30
"1M,125PPM,30",-1.65359,-5.00977e-06,5.00977e-06,1.0,125,30
"1M,125PPM,30",-1.65115,-4.76898e-06,4.76898e-06,1.0,125,30
"1M,125PPM,30",-1.64871,-4.73602e-06,4.73602e-06,1.0,125,30
"1M,125PPM,30",-1.64627,-4.81201e-06,4.81201e-06,1.0,125,30
"1M,125PPM,30",-1.64383,-4.95422e-06,4.95422e-06,1.0,125,30
"1M,125PPM,30",-1.64139,-4.73999e-06,4.73999e-06,1.0,125,30
"1M,125PPM,30",-1.63895,-4.60175e-06,4.60175e-06,1.0,125,30
"1M,125PPM,30",-1.63651,-4.82178e-06,4.82178e-06,1.0,125,30
"1M,125PPM,30",-1.63406,-4.86053e-06,4.86053e-06,1.0,125,30
"1M,125PPM,30",-1.63162,-4.69666e-06,4.69666e-06,1.0,125,30
"1M,125PPM,30",-1.62918,-4.45129e-06,4.45129e-06,1.0,125,30
"1M,125PPM,30",-1.62674,-4.81567e-06,4.81567e-06,1.0,125,30
"1M,125PPM,30",-1.6243,-4.66766e-06,4.66766e-06,1.0,125,30
"1M,125PPM,30",-1.62186,-4.49402e-06,4.49402e-06,1.0,125,30
"1M,125PPM,30",-1.61942,-4.45099e-06,4.45099e-06,1.0,125,30
"1M,125PPM,30",-1.61697,-4.60541e-06,4.60541e-06,1.0,125,30
"1M,125PPM,30",-1.61453,-4.63409e-06,4.63409e-06,1.0,125,30
"1M,125PPM,30",-1.61209,-4.42108e-06,4.42108e-06,1.0,125,30
"1M,125PPM,30",-1.60965,-4.24683e-06,4.24683e-06,1.0,125,30
"1M,125PPM,30",-1.60721,-4.58038e-06,4.58038e-06,1.0,125,30
"1M,125PPM,30",-1.60477,-4.59473e-06,4.59473e-06,1.0,125,30
"1M,125PPM,30",-1.60233,-4.41162e-06,4.41162e-06,1.0,125,30
"1M,125PPM,30",-1.59988,-4.31427e-06,4.31427e-06,1.0,125,30
"1M,125PPM,30",-1.59744,-4.41193e-06,4.41193e-06,1.0,125,30
"1M,125PPM,30",-1.595,-4.51111e-06,4.51111e-06,1.0,125,30
"1M,125PPM,30",-1.59256,-4.40613e-06,4.40613e-06,1.0,125,30
"1M,125PPM,30",-1.59012,-4.27948e-06,4.27948e-06,1.0,125,30
"1M,125PPM,30",-1.58768,-4.4455e-06,4.4455e-06,1.0,125,30
"1M,125PPM,30",-1.58524,-4.41956e-06,4.41956e-06,1.0,125,30
"1M,125PPM,30",-1.58279,-4.30054e-06,4.30054e-06,1.0,125,30
"1M,125PPM,30",-1.58035,-4.15649e-06,4.15649e-06,1.0,125,30
"1M,125PPM,30",-1.57791,-4.32526e-06,4.32526e-06,1.0,125,30
"1M,125PPM,30",-1.57547,-4.37347e-06,4.37347e-06,1.0,125,30
"1M,125PPM,30",-1.57303,-4.11255e-06,4.11255e-06,1.0,125,30
"1M,125PPM,30",-1.57059,-4.07562e-06,4.07562e-06,1.0,125,30
"1M,125PPM,30",-1.56815,-4.25354e-06,4.25354e-06,1.0,125,30
"1M,125PPM,30",-1.5657,-4.32678e-06,4.32678e-06,1.0,125,30
"1M,125PPM,30",-1.56326,-4.09515e-06,4.09515e-06,1.0,125,30
"1M,125PPM,30",-1.56082,-4.05243e-06,4.05243e-06,1.0,125,30
"1M,125PPM,30",-1.55838,-4.15802e-06,4.15802e-06,1.0,125,30
"1M,125PPM,30",-1.55594,-4.24225e-06,4.24225e-06,1.0,125,30
"1M,125PPM,30",-1.5535,-4.09851e-06,4.09851e-06,1.0,125,30
"1M,125PPM,30",-1.55106,-3.99811e-06,3.99811e-06,1.0,125,30
"1M,125PPM,30",-1.54861,-4.06342e-06,4.06342e-06,1.0,125,30
"1M,125PPM,30",-1.54617,-4.11957e-06,4.11957e-06,1.0,125,30
"1M,125PPM,30",-1.54373,-4.06891e-06,4.06891e-06,1.0,125,30
"1M,125PPM,30",-1.54129,-3.93555e-06,3.93555e-06,1.0,125,30
"1M,125PPM,30",-1.53885,-4.02313e-06,4.02313e-06,1.0,125,30
"1M,125PPM,30",-1.53641,-4.0625e-06,4.0625e-06,1.0,125,30
"1M,125PPM,30",-1.53397,-4.01428e-06,4.01428e-06,1.0,125,30
"1M,125PPM,30",-1.53152,-3.91357e-06,3.91357e-06,1.0,125,30
"1M,125PPM,30",-1.52908,-3.98193e-06,3.98193e-06,1.0,125,30
"1M,125PPM,30",-1.52664,-4.13879e-06,4.13879e-06,1.0,125,30
"1M,125PPM,30",-1.5242,-3.9035e-06,3.9035e-06,1.0,125,30
"1M,125PPM,30",-1.52176,-3.79486e-06,3.79486e-06,1.0,125,30
"1M,125PPM,30",-1.51932,-3.9151e-06,3.9151e-06,1.0,125,30
"1M,125PPM,30",-1.51688,-4.07501e-06,4.07501e-06,1.0,125,30
"1M,125PPM,30",-1.51443,-3.85986e-06,3.85986e-06,1.0,125,30
"1M,125PPM,30",-1.51199,-3.70605e-06,3.70605e-06,1.0,125,30
"1M,125PPM,30",-1.50955,-3.77441e-06,3.77441e-06,1.0,125,30
"1M,125PPM,30",-1.50711,-3.91449e-06,3.91449e-06,1.0,125,30
"1M,125PPM,30",-1.50467,-3.73596e-06,3.73596e-06,1.0,125,30
"1M,125PPM,30",-1.50223,-3.66089e-06,3.66089e-06,1.0,125,30
"1M,125PPM,30",-1.49979,-3.71674e-06,3.71674e-06,1.0,125,30
"1M,125PPM,30",-1.49734,-3.83362e-06,3.83362e-06,1.0,125,30
"1M,125PPM,30",-1.4949,-3.70331e-06,3.70331e-06,1.0,125,30
"1M,125PPM,30",-1.49246,-3.53271e-06,3.53271e-06,1.0,125,30
"1M,125PPM,30",-1.49002,-3.81165e-06,3.81165e-06,1.0,125,30
"1M,125PPM,30",-1.48758,-3.78479e-06,3.78479e-06,1.0,125,30
"1M,125PPM,30",-1.48514,-3.53119e-06,3.53119e-06,1.0,125,30
"1M,125PPM,30",-1.4827,-3.46558e-06,3.46558e-06,1.0,125,30
"1M,125PPM,30",-1.48026,-3.62762e-06,3.62762e-06,1.0,125,30
"1M,125PPM,30",-1.47781,-3.76434e-06,3.76434e-06,1.0,125,30
"1M,125PPM,30",-1.47537,-3.3374e-06,3.3374e-06,1.0,125,30
"1M,125PPM,30",-1.47293,-3.37372e-06,3.37372e-06,1.0,125,30
"1M,125PPM,30",-1.47049,-3.38348e-06,3.38348e-06,1.0,125,30
"1M,125PPM,30",-1.46805,-3.75305e-06,3.75305e-06,1.0,125,30
"1M,125PPM,30",-1.46561,-3.685e-06,3.685e-06,1.0,125,30
"1M,125PPM,30",-1.46317,-3.32458e-06,3.32458e-06,1.0,125,30
"1M,125PPM,30",-1.46072,-3.47382e-06,3.47382e-06,1.0,125,30
"1M,125PPM,30",-1.45828,-3.5791e-06,3.5791e-06,1.0,125,30
"1M,125PPM,30",-1.45584,-3.62579e-06,3.62579e-06,1.0,125,30
"1M,125PPM,30",-1.4534,-3.28217e-06,3.28217e-06,1.0,125,30
"1M,125PPM,30",-1.45096,-3.31238e-06,3.31238e-06,1.0,125,30
"1M,125PPM,30",-1.44852,-3.44452e-06,3.44452e-06,1.0,125,30
"1M,125PPM,30",-1.44608,-3.41339e-06,3.41339e-06,1.0,125,30
"1M,125PPM,30",-1.44363,-3.17505e-06,3.17505e-06,1.0,125,30
"1M,125PPM,30",-1.44119,-3.22815e-06,3.22815e-06,1.0,125,30
"1M,125PPM,30",-1.43875,-3.43842e-06,3.43842e-06,1.0,125,30
"1M,125PPM,30",-1.43631,-3.64441e-06,3.64441e-06,1.0,125,30
"1M,125PPM,30",-1.43387,-3.14392e-06,3.14392e-06,1.0,125,30
"1M,125PPM,30",-1.43143,-3.07587e-06,3.07587e-06,1.0,125,30
"1M,125PPM,30",-1.42899,-3.3725e-06,3.3725e-06,1.0,125,30
"1M,125PPM,30",-1.42654,-3.47687e-06,3.47687e-06,1.0,125,30
"1M,125PPM,30",-1.4241,-3.13507e-06,3.13507e-06,1.0,125,30
"1M,125PPM,30",-1.42166,-3.16772e-06,3.16772e-06,1.0,125,30
"1M,125PPM,30",-1.41922,-3.19519e-06,3.19519e-06,1.0,125,30
"1M,125PPM,30",-1.41678,-3.26233e-06,3.26233e-06,1.0,125,30
"1M,125PPM,30",-1.41434,-3.0423e-06,3.0423e-06,1.0,125,30
"1M,125PPM,30",-1.4119,-2.95593e-06,2.95593e-06,1.0,125,30
"1M,125PPM,30",-1.40945,-3.14728e-06,3.14728e-06,1.0,125,30
"1M,125PPM,30",-1.40701,-3.21442e-06,3.21442e-06,1.0,125,30
"1M,125PPM,30",-1.40457,-3.00781e-06,3.00781e-06,1.0,125,30
"1M,125PPM,30",-1.40213,-3.05084e-06,3.05084e-06,1.0,125,30
"1M,125PPM,30",-1.39969,-3.10516e-06,3.10516e-06,1.0,125,30
"1M,125PPM,30",-1.39725,-3.2196e-06,3.2196e-06,1.0,125,30
"1M,125PPM,30",-1.39481,-3.02307e-06,3.02307e-06,1.0,125,30
"1M,125PPM,30",-1.39236,-2.87201e-06,2.87201e-06,1.0,125,30
"1M,125PPM,30",-1.38992,-3.03741e-06,3.03741e-06,1.0,125,30
"1M,125PPM,30",-1.38748,-3.06488e-06,3.06488e-06,1.0,125,30
"1M,125PPM,30",-1.38504,-2.80548e-06,2.80548e-06,1.0,125,30
"1M,125PPM,30",-1.3826,-2.79541e-06,2.79541e-06,1.0,125,30
"1M,125PPM,30",-1.38016,-2.98645e-06,2.98645e-06,1.0,125,30
"1M,125PPM,30",-1.37772,-3.01239e-06,3.01239e-06,1.0,125,30
"1M,125PPM,30",-1.37527,-2.88422e-06,2.88422e-06,1.0,125,30
"1M,125PPM,30",-1.37283,-2.7359e-06,2.7359e-06,1.0,125,30
"1M,125PPM,30",-1.37039,-2.89398e-06,2.89398e-06,1.0,125,30
"1M,125PPM,30",-1.36795,-2.95746e-06,2.95746e-06,1.0,125,30
"1M,125PPM,30",-1.36551,-2.88605e-06,2.88605e-06,1.0,125,30
"1M,125PPM,30",-1.36307,-2.7063e-06,2.7063e-06,1.0,125,30
"1M,125PPM,30",-1.36063,-2.85919e-06,2.85919e-06,1.0,125,30
"1M,125PPM,30",-1.35818,-2.91473e-06,2.91473e-06,1.0,125,30
"1M,125PPM,30",-1.35574,-2.85492e-06,2.85492e-06,1.0,125,30
"1M,125PPM,30",-1.3533,-2.60834e-06,2.60834e-06,1.0,125,30
"1M,125PPM,30",-1.35086,-2.72705e-06,2.72705e-06,1.0,125,30
"1M,125PPM,30",-1.34842,-2.94647e-06,2.94647e-06,1.0,125,30
"1M,125PPM,30",-1.34598,-2.742e-06,2.742e-06,1.0,125,30
"1M,125PPM,30",-1.34354,-2.60345e-06,2.60345e-06,1.0,125,30
"1M,125PPM,30",-1.34109,-2.78839e-06,2.78839e-06,1.0,125,30
"1M,125PPM,30",-1.33865,-2.7829e-06,2.7829e-06,1.0,125,30
"1M,125PPM,30",-1.33621,-2.77344e-06,2.77344e-06,1.0,125,30
"1M,125PPM,30",-1.33377,-2.59552e-06,2.59552e-06,1.0,125,30
"1M,125PPM,30",-1.33133,-2.81281e-06,2.81281e-06,1.0,125,30
"1M,125PPM,30",-1.32889,-2.80579e-06,2.80579e-06,1.0,125,30
"1M,125PPM,30",-1.32645,-2.61322e-06,2.61322e-06,1.0,125,30
"1M,125PPM,30",-1.32401,-2.42493e-06,2.42493e-06,1.0,125,30
"1M,125PPM,30",-1.32156,-2.27661e-06,2.27661e-06,1.0,125,30
"1M,125PPM,30",-1.31912,-2.75085e-06,2.75085e-06,1.0,125,30
"1M,125PPM,30",-1.31668,-2.46246e-06,2.46246e-06,1.0,125,30
"1M,125PPM,30",-1.31424,-2.33307e-06,2.33307e-06,1.0,125,30
"1M,125PPM,30",-1.3118,-2.5531e-06,2.5531e-06,1.0,125,30
"1M,125PPM,30",-1.30936,-2.62329e-06,2.62329e-06,1.0,125,30
"1M,125PPM,30",-1.30692,-2.31812e-06,2.31812e-06,1.0,125,30
"1M,125PPM,30",-1.30447,-2.37335e-06,2.37335e-06,1.0,125,30
"1M,125PPM,30",-1.30203,-2.66357e-06,2.66357e-06,1.0,125,30
"1M,125PPM,30",-1.29959,-2.60468e-06,2.60468e-06,1.0,125,30
"1M,125PPM,30",-1.29715,-2.60376e-06,2.60376e-06,1.0,125,30
"1M,125PPM,30",-1.29471,-2.28546e-06,2.28546e-06,1.0,125,30
"1M,125PPM,30",-1.29227,-2.22015e-06,2.22015e-06,1.0,125,30
"1M,125PPM,30",-1.28983,-2.54089e-06,2.54089e-06,1.0,125,30
"1M,125PPM,30",-1.28738,-2.34406e-06,2.34406e-06,1.0,125,30
"1M,125PPM,30",-1.28494,-2.19177e-06,2.19177e-06,1.0,125,30
"1M,125PPM,30",-1.2825,-2.25739e-06,2.25739e-06,1.0,125,30
"1M,125PPM,30",-1.28006,-2.47772e-06,2.47772e-06,1.0,125,30
"1M,125PPM,30",-1.27762,-2.17072e-06,2.17072e-06,1.0,125,30
"1M,125PPM,30",-1.27518,-2.18842e-06,2.18842e-06,1.0,125,30
"1M,125PPM,30",-1.27274,-2.19757e-06,2.19757e-06,1.0,125,30
"1M,125PPM,30",-1.27029,-2.43683e-06,2.43683e-06,1.0,125,30
"1M,125PPM,30",-1.26785,-2.33276e-06,2.33276e-06,1.0,125,30
"1M,125PPM,30",-1.26541,-2.14417e-06,2.14417e-06,1.0,125,30
"1M,125PPM,30",-1.26297,-2.2699e-06,2.2699e-06,1.0,125,30
"1M,125PPM,30",-1.26053,-2.36389e-06,2.36389e-06,1.0,125,30
"1M,125PPM,30",-1.25809,-2.51068e-06,2.51068e-06,1.0,125,30
"1M,125PPM,30",-1.25565,-2.04651e-06,2.04651e-06,1.0,125,30
"1M,125PPM,30",-1.2532,-2.15149e-06,2.15149e-06,1.0,125,30
"1M,125PPM,30",-1.25076,-2.2702e-06,2.2702e-06,1.0,125,30
"1M,125PPM,30",-1.24832,-2.41058e-06,2.41058e-06,1.0,125,30
"1M,125PPM,30",-1.24588,-2.03766e-06,2.03766e-06,1.0,125,30
"1M,125PPM,30",-1.24344,-2.13593e-06,2.13593e-06,1.0,125,30
"1M,125PPM,30",-1.241,-2.27051e-06,2.27051e-06,1.0,125,30
"1M,125PPM,30",-1.23856,-2.12158e-06,2.12158e-06,1.0,125,30
"1M,125PPM,30",-1.23611,-2.00714e-06,2.00714e-06,1.0,125,30
"1M,125PPM,30",-1.23367,-2.03888e-06,2.03888e-06,1.0,125,30
"1M,125PPM,30",-1.23123,-2.23877e-06,2.23877e-06,1.0,125,30
"1M,125PPM,30",-1.22879,-2.28821e-06,2.28821e-06,1.0,125,30
"1M,125PPM,30",-1.22635,-1.8927e-06,1.8927e-06,1.0,125,30
"1M,125PPM,30",-1.22391,-1.94763e-06,1.94763e-06,1.0,125,30
"1M,125PPM,30",-1.22147,-2.13287e-06,2.13287e-06,1.0,125,30
"1M,125PPM,30",-1.21902,-2.19818e-06,2.19818e-06,1.0,125,30
"1M,125PPM,30",-1.21658,-1.86127e-06,1.86127e-06,1.0,125,30
"1M,125PPM,30",-1.21414,-2.0462e-06,2.0462e-06,1.0,125,30
"1M,125PPM,30",-1.2117,-2.08954e-06,2.08954e-06,1.0,125,30
"1M,125PPM,30",-1.20926,-2.1106e-06,2.1106e-06,1.0,125,30
"1M,125PPM,30",-1.20682,-1.86066e-06,1.86066e-06,1.0,125,30
"1M,125PPM,30",-1.20438,-1.99646e-06,1.99646e-06,1.0,125,30
"1M,125PPM,30",-1.20193,-2.09412e-06,2.09412e-06,1.0,125,30
"1M,125PPM,30",-1.19949,-1.98639e-06,1.98639e-06,1.0,125,30
"1M,125PPM,30",-1.19705,-1.80298e-06,1.80298e-06,1.0,125,30
"1M,125PPM,30",-1.19461,-1.73187e-06,1.73187e-06,1.0,125,30
"1M,125PPM,30",-1.19217,-1.97693e-06,1.97693e-06,1.0,125,30
"1M,125PPM,30",-1.18973,-2.07001e-06,2.07001e-06,1.0,125,30
"1M,125PPM,30",-1.18729,-1.8103e-06,1.8103e-06,1.0,125,30
"1M,125PPM,30",-1.18484,-1.78925e-06,1.78925e-06,1.0,125,30
"1M,125PPM,30",-1.1824,-1.91528e-06,1.91528e-06,1.0,125,30
"1M,125PPM,30",-1.17996,-2.07397e-06,2.07397e-06,1.0,125,30
"1M,125PPM,30",-1.17752,-1.75751e-06,1.75751e-06,1.0,125,30
"1M,125PPM,30",-1.17508,-1.66779e-06,1.66779e-06,1.0,125,30
"1M,125PPM,30",-1.17264,-1.86218e-06,1.86218e-06,1.0,125,30
"1M,125PPM,30",-1.1702,-1.97876e-06,1.97876e-06,1.0,125,30
"1M,125PPM,30",-1.16776,-1.74866e-06,1.74866e-06,1.0,125,30
"1M,125PPM,30",-1.16531,-1.80634e-06,1.80634e-06,1.0,125,30
"1M,125PPM,30",-1.16287,-1.83289e-06,1.83289e-06,1.0,125,30
"1M,125PPM,30",-1.16043,-1.91071e-06,1.91071e-06,1.0,125,30
"1M,125PPM,30",-1.15799,-1.61469e-06,1.61469e-06,1.0,125,30
"1M,125PPM,30",-1.15555,-1.77185e-06,1.77185e-06,1.0,125,30
"1M,125PPM,30",-1.15311,-1.85242e-06,1.85242e-06,1.0,125,30
"1M,125PPM,30",-1.15067,-1.78925e-06,1.78925e-06,1.0,125,30
"1M,125PPM,30",-1.14822,-1.63666e-06,1.63666e-06,1.0,125,30
"1M,125PPM,30",-1.14578,-1.52954e-06,1.52954e-06,1.0,125,30
"1M,125PPM,30",-1.14334,-1.78314e-06,1.78314e-06,1.0,125,30
"1M,125PPM,30",-1.1409,-1.77094e-06,1.77094e-06,1.0,125,30
"1M,125PPM,30",-1.13846,-1.56769e-06,1.56769e-06,1.0,125,30
"1M,125PPM,30",-1.13602,-1.53534e-06,1.53534e-06,1.0,125,30
"1M,125PPM,30",-1.13358,-1.76208e-06,1.76208e-06,1.0,125,30
"1M,125PPM,30",-1.13113,-1.68549e-06,1.68549e-06,1.0,125,30
"1M,125PPM,30",-1.12869,-1.59271e-06,1.59271e-06,1.0,125,30
"1M,125PPM,30",-1.12625,-1.5451e-06,1.5451e-06,1.0,125,30
"1M,125PPM,30",-1.12381,-1.69434e-06,1.69434e-06,1.0,125,30
"1M,125PPM,30",-1.12137,-1.74133e-06,1.74133e-06,1.0,125,30
"1M,125PPM,30",-1.11893,-1.50421e-06,1.50421e-06,1.0,125,30
"1M,125PPM,30",-1.11649,-1.4447e-06,1.4447e-06,1.0,125,30
"1M,125PPM,30",-1.11404,-1.49963e-06,1.49963e-06,1.0,125,30
"1M,125PPM,30",-1.1116,-1.66443e-06,1.66443e-06,1.0,125,30
"1M,125PPM,30",-1.10916,-1.50665e-06,1.50665e-06,1.0,125,30
"1M,125PPM,30",-1.10672,-1.36292e-06,1.36292e-06,1.0,125,30
"1M,125PPM,30",-1.10428,-1.45721e-06,1.45721e-06,1.0,125,30
"1M,125PPM,30",-1.10184,-1.54358e-06,1.54358e-06,1.0,125,30
"1M,125PPM,30",-1.0994,-1.4386e-06,1.4386e-06,1.0,125,30
"1M,125PPM,30",-1.09695,-1.3446e-06,1.3446e-06,1.0,125,30
"1M,125PPM,30",-1.09451,-1.57501e-06,1.57501e-06,1.0,125,30
"1M,125PPM,30",-1.09207,-1.54633e-06,1.54633e-06,1.0,125,30
"1M,125PPM,30",-1.08963,-1.43646e-06,1.43646e-06,1.0,125,30
"1M,125PPM,30",-1.08719,-1.41083e-06,1.41083e-06,1.0,125,30
"1M,125PPM,30",-1.08475,-1.42487e-06,1.42487e-06,1.0,125,30
"1M,125PPM,30",-1.08231,-1.60278e-06,1.60278e-06,1.0,125,30
"1M,125PPM,30",-1.07986,-1.41907e-06,1.41907e-06,1.0,125,30
"1M,125PPM,30",-1.07742,-1.26007e-06,1.26007e-06,1.0,125,30
"1M,125PPM,30",-1.07498,-1.32416e-06,1.32416e-06,1.0,125,30
"1M,125PPM,30",-1.07254,-1.59027e-06,1.59027e-06,1.0,125,30
"1M,125PPM,30",-1.0701,-1.39801e-06,1.39801e-06,1.0,125,30
"1M,125PPM,30",-1.06766,-1.22894e-06,1.22894e-06,1.0,125,30
"1M,125PPM,30",-1.06522,-1.31348e-06,1.31348e-06,1.0,125,30
"1M,125PPM,30",-1.06277,-1.47675e-06,1.47675e-06,1.0,125,30
"1M,125PPM,30",-1.06033,-1.39862e-06,1.39862e-06,1.0,125,30
"1M,125PPM,30",-1.05789,-1.18134e-06,1.18134e-06,1.0,125,30
"1M,125PPM,30",-1.05545,-1.21124e-06,1.21124e-06,1.0,125,30
"1M,125PPM,30",-1.05301,-1.47369e-06,1.47369e-06,1.0,125,30
"1M,125PPM,30",-1.05057,-1.19965e-06,1.19965e-06,1.0,125,30
"1M,125PPM,30",-1.04813,-1.11969e-06,1.11969e-06,1.0,125,30
"1M,125PPM,30",-1.04568,-1.08521e-06,1.08521e-06,1.0,125,30
"1M,125PPM,30",-1.04324,-1.37909e-06,1.37909e-06,1.0,125,30
"1M,125PPM,30",-1.0408,-1.05896e-06,1.05896e-06,1.0,125,30
"1M,125PPM,30",-1.03836,-1.04492e-06,1.04492e-06,1.0,125,30
"1M,125PPM,30",-1.03592,-1.35773e-06,1.35773e-06,1.0,125,30
"1M,125PPM,30",-1.03348,-1.3092e-06,1.3092e-06,1.0,125,30
"1M,125PPM,30",-1.03104,-1.28021e-06,1.28021e-06,1.0,125,30
"1M,125PPM,30",-1.02859,-1.07544e-06,1.07544e-06,1.0,125,30
"1M,125PPM,30",-1.02615,-1.16516e-06,1.16516e-06,1.0,125,30
"1M,125PPM,30",-1.02371,-1.25305e-06,1.25305e-06,1.0,125,30
"1M,125PPM,30",-1.02127,-1.13434e-06,1.13434e-06,1.0,125,30
"1M,125PPM,30",-1.01883,-9.99451e-07,9.99451e-07,1.0,125,30
"1M,125PPM,30",-1.01639,-1.03882e-06,1.03882e-06,1.0,125,30
"1M,125PPM,30",-1.01395,-1.2854e-06,1.2854e-06,1.0,125,30
"1M,125PPM,30",-1.01151,-1.42059e-06,1.42059e-06,1.0,125,30
"1M,125PPM,30",-1.00906,-9.20105e-07,9.20105e-07,1.0,125,30
"1M,125PPM,30",-1.00662,-1.03699e-06,1.03699e-06,1.0,125,30
"1M,125PPM,30",-1.00418,-1.23871e-06,1.23871e-06,1.0,125,30
"1M,125PPM,30",-1.00174,-1.37909e-06,1.37909e-06,1.0,125,30
"1M,125PPM,30",-0.999298,-9.2926e-07,9.2926e-07,1.0,125,30
"1M,125PPM,30",-0.996857,-1.19232e-06,1.19232e-06,1.0,125,30
"1M,125PPM,30",-0.994415,-1.13129e-06,1.13129e-06,1.0,125,30
"1M,125PPM,30",-0.991974,-1.21765e-06,1.21765e-06,1.0,125,30
"1M,125PPM,30",-0.989532,-8.30994e-07,8.30994e-07,1.0,125,30
"1M,125PPM,30",-0.987091,-6.73523e-07,6.73523e-07,1.0,125,30
"1M,125PPM,30",-0.98465,-1.16333e-06,1.16333e-06,1.0,125,30
"1M,125PPM,30",-0.982208,-9.42383e-07,9.42383e-07,1.0,125,30
"1M,125PPM,30",-0.979767,-8.21838e-07,8.21838e-07,1.0,125,30
"1M,125PPM,30",-0.977325,-8.80432e-07,8.80432e-07,1.0,125,30
"1M,125PPM,30",-0.974884,-1.0733e-06,1.0733e-06,1.0,125,30
"1M,125PPM,30",-0.972443,-9.67407e-07,9.67407e-07,1.0,125,30
"1M,125PPM,30",-0.970001,-7.74841e-07,7.74841e-07,1.0,125,30
"1M,125PPM,30",-0.96756,-7.59888e-07,7.59888e-07,1.0,125,30
"1M,125PPM,30",-0.965118,-9.93958e-07,9.93958e-07,1.0,125,30
"1M,125PPM,30",-0.962677,-9.90295e-07,9.90295e-07,1.0,125,30
"1M,125PPM,30",-0.960236,-7.65991e-07,7.65991e-07,1.0,125,30
"1M,125PPM,30",-0.957794,-7.742e-07,7.742e-07,1.0,125,30
"1M,125PPM,30",-0.955353,-9.53064e-07,9.53064e-07,1.0,125,30
"1M,125PPM,30",-0.952911,-9.60999e-07,9.60999e-07,1.0,125,30
"1M,125PPM,30",-0.95047,-8.08105e-07,8.08105e-07,1.0,125,30
"1M,125PPM,30",-0.948029,-6.88965e-07,6.88965e-07,1.0,125,30
"1M,125PPM,30",-0.945587,-8.43201e-07,8.43201e-07,1.0,125,30
"1M,125PPM,30",-0.943146,-9.40552e-07,9.40552e-07,1.0,125,30
"1M,125PPM,30",-0.940704,-8.04443e-07,8.04443e-07,1.0,125,30
"1M,125PPM,30",-0.938263,-7.65472e-07,7.65472e-07,1.0,125,30
"1M,125PPM,30",-0.935822,-8.078e-07,8.078e-07,1.0,125,30
"1M,125PPM,30",-0.93338,-8.3313e-07,8.3313e-07,1.0,125,30
"1M,125PPM,30",-0.930939,-6.9165e-07,6.9165e-07,1.0,125,30
"1M,125PPM,30",-0.928497,-6.08978e-07,6.08978e-07,1.0,125,30
