Sample,Potential_V,Current1_A,Current2_A,HCl_M,Inhibitor_ppm,Temp_C
"1M, 125PPM, 60",-1.3945,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.39206,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.38962,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.38718,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.38474,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.38229,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.37985,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.37741,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.37497,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.37253,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.37009,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.36765,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.3652,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.36276,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.36032,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.35788,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.35544,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.353,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.35056,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.34811,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.34567,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.34323,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.34079,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.33835,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.33591,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.33347,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.33102,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.32858,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.32614,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.3237,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.32126,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.31882,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.31638,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.31393,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.31149,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.30905,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.30661,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.30417,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.30173,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.29929,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.29684,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.2944,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.29196,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.28952,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.28708,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.28464,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.2822,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.27975,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.27731,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.27487,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.27243,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.26999,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.26755,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.26511,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.26266,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.26022,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.25778,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.25534,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.2529,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.25046,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.24802,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.24557,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.24313,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.24069,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.23825,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.23581,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.23337,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.23093,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.22849,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.22604,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.2236,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.22116,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.21872,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.21628,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.21384,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.2114,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.20895,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.20651,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.20407,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.20163,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.19919,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.19675,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.19431,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.19186,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.18942,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.18698,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.18454,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.1821,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.17966,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.17722,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.17477,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.17233,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.16989,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.16745,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.16501,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.16257,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.16013,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.15768,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.15524,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.1528,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.15036,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.14792,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.14548,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.14304,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.14059,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.13815,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.13571,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.13327,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.13083,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.12839,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.12595,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.1235,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.12106,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.11862,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.11618,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.11374,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.1113,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.10886,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.10641,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.10397,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.10153,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.09909,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.09665,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.09421,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.09177,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.08932,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.08688,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.08444,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.082,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.07956,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.07712,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.07468,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.07224,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.06979,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.06735,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.06491,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.06247,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.06003,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.05759,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.05515,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.0527,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.05026,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.04782,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.04538,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.04294,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.0405,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.03806,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.03561,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.03317,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.03073,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.02829,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.02585,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.02341,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.02097,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.01852,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.01608,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.01364,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.0112,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.00876,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.00632,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.00388,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-1.00143,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.998993,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.996552,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.99411,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.991669,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.989227,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.986786,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.984344,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.981903,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.979462,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.97702,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.974579,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.972137,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.969696,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.967255,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.964813,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.962372,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.95993,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.957489,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.955048,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.952606,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.950165,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.947723,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.945282,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.942841,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.940399,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.937958,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.935516,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.933075,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.930634,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.928192,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.925751,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.923309,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.920868,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.918427,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.915985,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.913544,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.911102,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.908661,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.906219,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.903778,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.901337,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.898895,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.896454,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.894012,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.891571,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.88913,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.886688,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.884247,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.881805,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.879364,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.876923,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.874481,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.87204,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.869598,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.867157,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.864716,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.862274,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.859833,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.857391,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.85495,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.852509,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.850067,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.847626,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.845184,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.842743,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.840302,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.83786,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.835419,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.832977,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.830536,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.828094,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.825653,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.823212,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.82077,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.818329,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.815887,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.813446,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.811005,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.808563,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.806122,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.80368,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.801239,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.798798,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.796356,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.793915,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.791473,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.789032,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.786591,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.784149,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.781708,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.779266,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.776825,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.774384,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.771942,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.769501,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.767059,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.764618,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.762177,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.759735,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.757294,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.754852,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.752411,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.749969,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.747528,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.745087,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.742645,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.740204,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.737762,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.735321,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.73288,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.730438,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.727997,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.725555,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.723114,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.720673,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.718231,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.71579,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.713348,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.710907,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.708466,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.706024,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.703583,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.701141,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.6987,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.696259,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.693817,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.691376,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.688934,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.686493,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.684052,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.68161,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.679169,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.676727,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.674286,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.671844,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.669403,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.666962,-0.0999969,0.0999969,1.0,125,60
"1M, 125PPM, 60",-0.66452,-0.0978027,0.0978027,1.0,125,60
"1M, 125PPM, 60",-0.662079,-0.0924927,0.0924927,1.0,125,60
"1M, 125PPM, 60",-0.659637,-0.0895264,0.0895264,1.0,125,60
"1M, 125PPM, 60",-0.657196,-0.0870453,0.0870453,1.0,125,60
"1M, 125PPM, 60",-0.654755,-0.0836487,0.0836487,1.0,125,60
"1M, 125PPM, 60",-0.652313,-0.0797607,0.0797607,1.0,125,60
"1M, 125PPM, 60",-0.649872,-0.0758148,0.0758148,1.0,125,60
"1M, 125PPM, 60",-0.64743,-0.0740021,0.0740021,1.0,125,60
"1M, 125PPM, 60",-0.644989,-0.0725983,0.0725983,1.0,125,60
"1M, 125PPM, 60",-0.642548,-0.0684631,0.0684631,1.0,125,60
"1M, 125PPM, 60",-0.640106,-0.0649506,0.0649506,1.0,125,60
"1M, 125PPM, 60",-0.637665,-0.0636444,0.0636444,1.0,125,60
"1M, 125PPM, 60",-0.635223,-0.0622253,0.0622253,1.0,125,60
"1M, 125PPM, 60",-0.632782,-0.0590515,0.0590515,1.0,125,60
"1M, 125PPM, 60",-0.630341,-0.0565277,0.0565277,1.0,125,60
"1M, 125PPM, 60",-0.627899,-0.0543549,0.0543549,1.0,125,60
"1M, 125PPM, 60",-0.625458,-0.0530975,0.0530975,1.0,125,60
"1M, 125PPM, 60",-0.623016,-0.0513977,0.0513977,1.0,125,60
"1M, 125PPM, 60",-0.620575,-0.0486359,0.0486359,1.0,125,60
"1M, 125PPM, 60",-0.618134,-0.0461609,0.0461609,1.0,125,60
"1M, 125PPM, 60",-0.615692,-0.045224,0.045224,1.0,125,60
"1M, 125PPM, 60",-0.613251,-0.0443451,0.0443451,1.0,125,60
"1M, 125PPM, 60",-0.610809,-0.0419281,0.0419281,1.0,125,60
"1M, 125PPM, 60",-0.608368,-0.0396332,0.0396332,1.0,125,60
"1M, 125PPM, 60",-0.605927,-0.0384766,0.0384766,1.0,125,60
"1M, 125PPM, 60",-0.603485,-0.037619,0.037619,1.0,125,60
"1M, 125PPM, 60",-0.601044,-0.0359863,0.0359863,1.0,125,60
"1M, 125PPM, 60",-0.598602,-0.0340698,0.0340698,1.0,125,60
"1M, 125PPM, 60",-0.596161,-0.0322662,0.0322662,1.0,125,60
"1M, 125PPM, 60",-0.593719,-0.0319702,0.0319702,1.0,125,60
"1M, 125PPM, 60",-0.591278,-0.031189,0.031189,1.0,125,60
"1M, 125PPM, 60",-0.588837,-0.0291901,0.0291901,1.0,125,60
"1M, 125PPM, 60",-0.586395,-0.0270569,0.0270569,1.0,125,60
"1M, 125PPM, 60",-0.583954,-0.026947,0.026947,1.0,125,60
"1M, 125PPM, 60",-0.581512,-0.0263794,0.0263794,1.0,125,60
"1M, 125PPM, 60",-0.579071,-0.0247162,0.0247162,1.0,125,60
"1M, 125PPM, 60",-0.57663,-0.0233856,0.0233856,1.0,125,60
"1M, 125PPM, 60",-0.574188,-0.0223724,0.0223724,1.0,125,60
"1M, 125PPM, 60",-0.571747,-0.0220001,0.0220001,1.0,125,60
"1M, 125PPM, 60",-0.569305,-0.0214172,0.0214172,1.0,125,60
"1M, 125PPM, 60",-0.566864,-0.0197479,0.0197479,1.0,125,60
"1M, 125PPM, 60",-0.564423,-0.018399,0.018399,1.0,125,60
"1M, 125PPM, 60",-0.561981,-0.0184784,0.0184784,1.0,125,60
"1M, 125PPM, 60",-0.55954,-0.0181641,0.0181641,1.0,125,60
"1M, 125PPM, 60",-0.557098,-0.0164307,0.0164307,1.0,125,60
"1M, 125PPM, 60",-0.554657,-0.0154205,0.0154205,1.0,125,60
"1M, 125PPM, 60",-0.552216,-0.0148285,0.0148285,1.0,125,60
"1M, 125PPM, 60",-0.549774,-0.0144623,0.0144623,1.0,125,60
"1M, 125PPM, 60",-0.547333,-0.0140015,0.0140015,1.0,125,60
"1M, 125PPM, 60",-0.544891,-0.0124298,0.0124298,1.0,125,60
